Vnum	Name	Type	SubType	Size	AntiFlags	Flags	WearFlags	ImmuneFlags	ShopBuyPrice	ShopSellPrice	RefinedVnum	RefineSet	67AttrMaterial	AlterToMagicItemPercent	LimitType0	LimitValue0	LimitType1	LimitValue1	ApplyType0	ApplyValue0	ApplyType1	ApplyValue1	ApplyType2	ApplyValue2	ApplyType3	ApplyValue3	Value0	Value1	Value2	Value3	Value4	Value5	Value6	Value7	Value8	Value9	Specular	GainSocketPercent	AddonType
11616	¸¶±Ø°©+6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	5000	20000	11617	169	39070	15	LEVEL	9	LIMIT_NONE	0	APPLY_MOV_SPEED	-2	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	21	0	4	0	18	0	0	0	0	50	1	0
11617	¸¶±Ø°©+7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	5000	35000	11618	170	39070	15	LEVEL	9	LIMIT_NONE	0	APPLY_MOV_SPEED	-2	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	21	0	4	0	21	0	0	0	0	65	1	0
11618	¸¶±Ø°©+8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	5000	65000	11619	171	39070	15	LEVEL	9	LIMIT_NONE	0	APPLY_MOV_SPEED	-2	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	21	0	4	0	24	0	0	0	0	80	1	0
11619	¸¶±Ø°©+9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	5000	135000	0	0	39070	15	LEVEL	9	LIMIT_NONE	0	APPLY_MOV_SPEED	-2	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	21	0	4	0	27	0	0	0	0	100	1	0
11620	ºñ¿î°©+0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	8000	8000	11621	163	39070	15	LEVEL	18	LIMIT_NONE	0	APPLY_MOV_SPEED	-3	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	29	0	5	0	0	0	0	0	0	0	1	0
11621	ºñ¿î°©+1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	8000	10000	11622	164	39070	15	LEVEL	18	LIMIT_NONE	0	APPLY_MOV_SPEED	-3	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	29	0	5	0	3	0	0	0	0	0	1	0
11622	ºñ¿î°©+2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	8000	10000	11623	165	39070	15	LEVEL	18	LIMIT_NONE	0	APPLY_MOV_SPEED	-3	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	29	0	5	0	6	0	0	0	0	0	1	0
11623	ºñ¿î°©+3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	8000	10000	11624	166	39070	15	LEVEL	18	LIMIT_NONE	0	APPLY_MOV_SPEED	-3	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	29	0	5	0	9	0	0	0	0	0	1	0
11624	ºñ¿î°©+4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	8000	15000	11625	167	39070	15	LEVEL	18	LIMIT_NONE	0	APPLY_MOV_SPEED	-3	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	29	0	5	0	12	0	0	0	0	30	1	0
11625	ºñ¿î°©+5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	8000	20000	11626	168	39070	15	LEVEL	18	LIMIT_NONE	0	APPLY_MOV_SPEED	-3	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	29	0	5	0	15	0	0	0	0	40	1	0
11626	ºñ¿î°©+6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	8000	30000	11627	169	39070	15	LEVEL	18	LIMIT_NONE	0	APPLY_MOV_SPEED	-3	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	29	0	5	0	18	0	0	0	0	50	1	0
11627	ºñ¿î°©+7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	8000	55000	11628	170	39070	15	LEVEL	18	LIMIT_NONE	0	APPLY_MOV_SPEED	-3	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	29	0	5	0	21	0	0	0	0	65	1	0
11628	ºñ¿î°©+8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	8000	100000	11629	171	39070	15	LEVEL	18	LIMIT_NONE	0	APPLY_MOV_SPEED	-3	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	29	0	5	0	24	0	0	0	0	80	1	0
11629	ºñ¿î°©+9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	8000	215000	0	0	39070	15	LEVEL	18	LIMIT_NONE	0	APPLY_MOV_SPEED	-3	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	29	0	5	0	27	0	0	0	0	100	1	0
11630	»ç·É°©+0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	12000	12000	11631	172	39070	15	LEVEL	26	LIMIT_NONE	0	APPLY_MOV_SPEED	-5	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	38	0	6	0	0	0	0	0	0	0	2	0
11631	»ç·É°©+1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	12000	15000	11632	173	39070	15	LEVEL	26	LIMIT_NONE	0	APPLY_MOV_SPEED	-5	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	38	0	6	0	3	0	0	0	0	0	2	0
11632	»ç·É°©+2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	12000	15000	11633	174	39070	15	LEVEL	26	LIMIT_NONE	0	APPLY_MOV_SPEED	-5	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	38	0	6	0	6	0	0	0	0	0	2	0
11633	»ç·É°©+3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	12000	15000	11634	175	39070	15	LEVEL	26	LIMIT_NONE	0	APPLY_MOV_SPEED	-5	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	38	0	6	0	9	0	0	0	0	0	2	0
11634	»ç·É°©+4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	12000	20000	11635	176	39070	15	LEVEL	26	LIMIT_NONE	0	APPLY_MOV_SPEED	-5	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	38	0	6	0	12	0	0	0	0	30	2	0
11635	»ç·É°©+5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	12000	20000	11636	177	39070	15	LEVEL	26	LIMIT_NONE	0	APPLY_MOV_SPEED	-5	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	38	0	6	0	15	0	0	0	0	40	2	0
11636	»ç·É°©+6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	12000	25000	11637	178	39070	15	LEVEL	26	LIMIT_NONE	0	APPLY_MOV_SPEED	-5	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	38	0	6	0	18	0	0	0	0	50	2	0
11637	»ç·É°©+7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	12000	30000	11638	179	39070	15	LEVEL	26	LIMIT_NONE	0	APPLY_MOV_SPEED	-5	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	38	0	6	0	21	0	0	0	0	65	2	0
11638	»ç·É°©+8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	12000	40000	11639	180	39070	15	LEVEL	26	LIMIT_NONE	0	APPLY_MOV_SPEED	-5	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	38	0	6	0	24	0	0	0	0	80	2	0
11639	»ç·É°©+9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	12000	50000	0	0	39070	15	LEVEL	26	LIMIT_NONE	0	APPLY_MOV_SPEED	-5	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	38	0	6	0	27	0	0	0	0	100	2	0
11640	À½¾ç°©+0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	15000	15000	11641	172	39071	15	LEVEL	34	LIMIT_NONE	0	APPLY_MOV_SPEED	-7	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	47	0	7	0	0	0	0	0	0	0	2	0
11641	À½¾ç°©+1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	15000	15000	11642	173	39071	15	LEVEL	34	LIMIT_NONE	0	APPLY_MOV_SPEED	-7	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	47	0	7	0	3	0	0	0	0	0	2	0
11642	À½¾ç°©+2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	15000	20000	11643	174	39071	15	LEVEL	34	LIMIT_NONE	0	APPLY_MOV_SPEED	-7	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	47	0	7	0	6	0	0	0	0	0	2	0
11643	À½¾ç°©+3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	15000	20000	11644	175	39071	15	LEVEL	34	LIMIT_NONE	0	APPLY_MOV_SPEED	-7	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	47	0	7	0	9	0	0	0	0	0	2	0
11644	À½¾ç°©+4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	15000	25000	11645	176	39071	15	LEVEL	34	LIMIT_NONE	0	APPLY_MOV_SPEED	-7	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	47	0	7	0	12	0	0	0	0	30	2	0
11645	À½¾ç°©+5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	15000	30000	11646	177	39071	15	LEVEL	34	LIMIT_NONE	0	APPLY_MOV_SPEED	-7	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	47	0	7	0	15	0	0	0	0	40	2	0
11646	À½¾ç°©+6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	15000	35000	11647	178	39071	15	LEVEL	34	LIMIT_NONE	0	APPLY_MOV_SPEED	-7	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	47	0	7	0	18	0	0	0	0	50	2	0
11647	À½¾ç°©+7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	15000	40000	11648	179	39071	15	LEVEL	34	LIMIT_NONE	0	APPLY_MOV_SPEED	-7	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	47	0	7	0	21	0	0	0	0	65	2	0
11648	À½¾ç°©+8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	15000	50000	11649	180	39071	15	LEVEL	34	LIMIT_NONE	0	APPLY_MOV_SPEED	-7	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	47	0	7	0	24	0	0	0	0	80	2	0
11649	À½¾ç°©+9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	15000	65000	0	0	39071	15	LEVEL	34	LIMIT_NONE	0	APPLY_MOV_SPEED	-7	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	47	0	7	0	27	0	0	0	0	100	2	0
11650	Èæºñ°©+0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	15000	15000	11651	172	39072	15	LEVEL	42	LIMIT_NONE	0	APPLY_MOV_SPEED	-8	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	55	0	8	0	0	0	0	0	0	0	2	0
11651	Èæºñ°©+1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	15000	15000	11652	173	39072	15	LEVEL	42	LIMIT_NONE	0	APPLY_MOV_SPEED	-8	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	55	0	8	0	3	0	0	0	0	0	2	0
11652	Èæºñ°©+2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	15000	20000	11653	174	39072	15	LEVEL	42	LIMIT_NONE	0	APPLY_MOV_SPEED	-8	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	55	0	8	0	6	0	0	0	0	0	2	0
11653	Èæºñ°©+3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	15000	20000	11654	175	39072	15	LEVEL	42	LIMIT_NONE	0	APPLY_MOV_SPEED	-8	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	55	0	8	0	9	0	0	0	0	0	2	0
11654	Èæºñ°©+4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	15000	25000	11655	176	39072	15	LEVEL	42	LIMIT_NONE	0	APPLY_MOV_SPEED	-8	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	55	0	8	0	12	0	0	0	0	30	2	0
11655	Èæºñ°©+5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	15000	30000	11656	177	39072	15	LEVEL	42	LIMIT_NONE	0	APPLY_MOV_SPEED	-8	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	55	0	8	0	15	0	0	0	0	40	2	0
11656	Èæºñ°©+6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	15000	35000	11657	178	39072	15	LEVEL	42	LIMIT_NONE	0	APPLY_MOV_SPEED	-8	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	55	0	8	0	18	0	0	0	0	50	2	0
11657	Èæºñ°©+7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	15000	40000	11658	179	39072	15	LEVEL	42	LIMIT_NONE	0	APPLY_MOV_SPEED	-8	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	55	0	8	0	21	0	0	0	0	65	2	0
11658	Èæºñ°©+8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	15000	50000	11659	180	39072	15	LEVEL	42	LIMIT_NONE	0	APPLY_MOV_SPEED	-8	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	55	0	8	0	24	0	0	0	0	80	2	0
11659	Èæºñ°©+9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	15000	65000	0	0	39072	15	LEVEL	42	LIMIT_NONE	0	APPLY_MOV_SPEED	-8	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	55	0	8	0	27	0	0	0	0	100	2	0
11660	¿î¶ó°©+0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	80000	80000	11661	181	39072	15	LEVEL	48	LIMIT_NONE	0	APPLY_MOV_SPEED	-10	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	64	0	9	0	0	0	0	0	0	0	3	0
11661	¿î¶ó°©+1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	80000	90000	11662	182	39072	15	LEVEL	48	LIMIT_NONE	0	APPLY_MOV_SPEED	-10	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	64	0	9	0	3	0	0	0	0	0	3	0
11662	¿î¶ó°©+2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	80000	95000	11663	183	39072	15	LEVEL	48	LIMIT_NONE	0	APPLY_MOV_SPEED	-10	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	64	0	9	0	6	0	0	0	0	0	3	0
11663	¿î¶ó°©+3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	80000	110000	11664	184	39072	15	LEVEL	48	LIMIT_NONE	0	APPLY_MOV_SPEED	-10	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	64	0	9	0	9	0	0	0	0	0	3	0
11664	¿î¶ó°©+4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	80000	125000	11665	185	39072	15	LEVEL	48	LIMIT_NONE	0	APPLY_MOV_SPEED	-10	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	64	0	9	0	12	0	0	0	0	30	3	0
11665	¿î¶ó°©+5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	80000	145000	11666	186	39072	15	LEVEL	48	LIMIT_NONE	0	APPLY_MOV_SPEED	-10	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	64	0	9	0	15	0	0	0	0	40	3	0
11666	¿î¶ó°©+6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	80000	175000	11667	187	39072	15	LEVEL	48	LIMIT_NONE	0	APPLY_MOV_SPEED	-10	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	64	0	9	0	18	0	0	0	0	50	3	0
11667	¿î¶ó°©+7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	80000	215000	11668	188	39072	15	LEVEL	48	LIMIT_NONE	0	APPLY_MOV_SPEED	-10	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	64	0	9	0	21	0	0	0	0	65	3	0
11668	¿î¶ó°©+8	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	80000	270000	11669	189	39072	15	LEVEL	48	LIMIT_NONE	0	APPLY_MOV_SPEED	-10	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	64	0	9	0	24	0	0	0	0	80	3	0
11669	¿î¶ó°©+9	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	80000	345000	0	0	39072	15	LEVEL	48	LIMIT_NONE	0	APPLY_MOV_SPEED	-10	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	64	0	9	0	27	0	0	0	0	100	3	0
11670	±Í¸é°©+0	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	100000	100000	11671	181	39073	15	LEVEL	54	LIMIT_NONE	0	APPLY_MOV_SPEED	-12	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	72	0	10	0	0	0	0	0	0	0	3	0
11671	±Í¸é°©+1	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	100000	110000	11672	182	39073	15	LEVEL	54	LIMIT_NONE	0	APPLY_MOV_SPEED	-12	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	72	0	10	0	3	0	0	0	0	0	3	0
11672	±Í¸é°©+2	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	100000	120000	11673	183	39073	15	LEVEL	54	LIMIT_NONE	0	APPLY_MOV_SPEED	-12	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	72	0	10	0	6	0	0	0	0	0	3	0
11673	±Í¸é°©+3	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	100000	135000	11674	184	39073	15	LEVEL	54	LIMIT_NONE	0	APPLY_MOV_SPEED	-12	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	72	0	10	0	9	0	0	0	0	0	3	0
11674	±Í¸é°©+4	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	100000	155000	11675	185	39073	15	LEVEL	54	LIMIT_NONE	0	APPLY_MOV_SPEED	-12	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	72	0	10	0	12	0	0	0	0	30	3	0
11675	±Í¸é°©+5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	100000	185000	11676	186	39073	15	LEVEL	54	LIMIT_NONE	0	APPLY_MOV_SPEED	-12	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	72	0	10	0	15	0	0	0	0	40	3	0
11676	±Í¸é°©+6	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	100000	220000	11677	187	39073	15	LEVEL	54	LIMIT_NONE	0	APPLY_MOV_SPEED	-12	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	72	0	10	0	18	0	0	0	0	50	3	0
11677	±Í¸é°©+7	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	100000	270000	11678	188	39073	15	LEVEL	54	LIMIT_NONE	0	APPLY_MOV_SPEED	-12	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	72	0	10	0	21	0	0	0	0	65	3	0
